Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Skoda,Octavia,Style 2.0,Automatic (DCT),Petrol,2320000,21888,2,Delhi
Skoda,Slavia,Ambition 1.0L TSI MT,Manual,Petrol,1365000,23000,2,Delhi
Kia,Seltos,HTK Plus 1.5 Turbo Petrol iMT,Clutchless Manual (IMT),Petrol,1891000,1000,0,Delhi
Hyundai,Elite i20 [2018-2019],Asta 1.4 (O) CRDi,Manual,Diesel,446200,87000,9,Delhi
BMW,X3 [2018-2022],xDrive 20d Luxury Line,Automatic (TC),Diesel,4220000,30000,5,Delhi
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1629000,26000,6,Delhi
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,986000,20000,3,Delhi
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Manual,Petrol,660000,24000,2,Delhi
Jeep,Compass [2017-2021],Limited 2.0 Diesel,Manual,Diesel,1112000,34000,6,Delhi
Kia,Seltos,X Line 1.5 Diesel AT,Automatic (TC),Diesel,1545000,20000,2,Delhi
Mahindra,Thar [2014-2020],CRDe 4x4 ABS,Manual,Diesel,631000,53500,6,Delhi
Maruti Suzuki,Ignis,Delta 1.2 MT,Manual,Petrol,450400,67000,6,Delhi
Kia,Sonet [2020-2022],HTK Plus 1.2,Manual,Petrol,846000,18000,3,Delhi
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,1047000,60000,8,Delhi
Tata,Tiago,XT,Manual,Petrol,481800,65000,8,Delhi
Hyundai,Grand i10,Asta 1.2 Kappa VTVT,Manual,Petrol,522500,22000,5,Delhi
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,483600,59000,6,Delhi
Maruti Suzuki,Brezza,VXi,Manual,Petrol,992000,11000,2,Delhi
Jaguar,XE [2016-2019],Prestige,Automatic,Petrol,2720000,27100,5,Delhi
Hyundai,i10 [2007-2010],Sportz 1.2,Manual,Petrol,253300,65000,9,Delhi
Ford,Endeavour,Titanium Plus 2.0 4x4 AT,Automatic (TC),Diesel,3270000,60000,4,Delhi
Audi,Q3 [2012-2015],35 TDI Premium,Automatic,Diesel,1270000,85000,9,Delhi
Hyundai,Elite i20 [2018-2019],Asta 1.4 (O) CRDi,Manual,Diesel,447100,65000,9,Delhi
Skoda,Slavia,Style 1.0L TSI AT,Automatic (TC),Petrol,1245000,25000,2,Delhi
Maruti Suzuki,XL6,Zeta AT Petrol,Automatic (TC),Petrol,1452000,17580,1,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,513600,72000,7,Delhi
Maruti Suzuki,Ignis [2017-2019],Delta 1.3 Diesel [2017-2018],Manual,Diesel,516200,73000,6,Delhi
Hyundai,Elantra [2012-2015],1.8 S,Manual,Petrol,656000,83000,10,Delhi
Tata,Tigor,XZ,Manual,Petrol,569800,26000,5,Delhi
Kia,Carnival,Premium 7 STR,Automatic (TC),Diesel,2170000,43300,3,Delhi
Hyundai,Grand i10,Sportz AT 1.2 Kappa VTVT,Automatic,Petrol,502100,29000,6,Delhi
Maruti Suzuki,S-Cross [2014-2017],Delta 1.3,Manual,Diesel,633000,24585,5,Delhi
Maruti Suzuki,Baleno [2015-2019],Sigma 1.2,Manual,Petrol,473300,31000,4,Delhi
Toyota,Fortuner [2016-2021],2.8 4x2 MT,Manual,Diesel,2510000,42000,6,Delhi
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,1795000,73000,7,Delhi
Audi,A6[2011-2015],2.0 TFSi Technology Pack,Automatic,Petrol,1510000,75000,10,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,1272000,51000,4,Delhi
Audi,Q3 [2017-2020],30 TFSI Premium,Automatic,Petrol,2395000,32000,6,Delhi
Audi,Q3 [2012-2015],35 TDI Premium,Automatic,Diesel,1710000,65000,7,Delhi
Audi,Q3 [2015-2017],30 TDI S,Manual,Diesel,1112000,111000,8,Delhi
Kia,Sonet [2020-2022],HTK Plus 1.2,Manual,Petrol,770000,37000,4,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.4 7 STR,Manual,Diesel,1310000,72962,6,Delhi
Tata,Harrier [2019-2023],XZ,Manual,Diesel,1519000,12000,4,Delhi
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1135000,30000,2,Delhi
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,3075000,75000,5,Delhi
Mahindra,TUV300,T8,Manual,Diesel,577000,21000,7,Delhi
Honda,WR-V [2017-2020],VX MT Diesel,Manual,Diesel,610100,75000,7,Delhi
Tata,Tiago,XT,Manual,Petrol,453600,26000,6,Delhi
Tata,Tiago,XT,Manual,Petrol,498800,26000,6,Pune
Volvo,XC60 [2015-2017],Inscription,Automatic,Diesel,3720000,66200,5,Delhi
Mahindra,Scorpio [2014-2017],S4,Manual,Diesel,491000,86000,9,Delhi
Bentley,Continental Flying Spur,W12,Automatic,Petrol,14420000,15000,10,Delhi
Audi,A4 [2016-2020],35 TDI Technology,Automatic,Diesel,1910000,70000,7,Delhi
Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Automatic,Diesel,3720000,76000,7,Delhi
Kia,Carens [2022-2023],Luxury Plus 1.4 Petrol DCT 6 STR,Automatic (DCT),Petrol,1595000,32000,1,Delhi
Skoda,Superb [2014-2016],Elegance TSI AT,Automatic,Petrol,1047000,34000,9,Delhi
Audi,Q3 [2015-2017],30 TDI S,Manual,Diesel,1470000,86000,7,Delhi
Maruti Suzuki,Ertiga,VXi,Manual,Petrol,967000,58000,2,Delhi
Toyota,Glanza,E,Manual,Petrol,585400,67000,4,Delhi
Kia,Seltos [2019-2022],GTX Plus 1.4,Manual,Petrol,1450000,50000,4,Delhi
Toyota,Etios [2010-2013],G,Manual,Petrol,431700,82000,9,Delhi
Tata,Punch,Pure MT,Manual,Petrol,697000,400,1,Delhi
Maruti Suzuki,Ertiga [2012-2015],VXi,Manual,Petrol,452200,70000,10,Delhi
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,867000,84000,9,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.7 AT 7 STR,Automatic (TC),Petrol,1937000,12000,2,Delhi
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,678000,27000,4,Delhi
Maruti Suzuki,Ciaz,Alpha 1.5,Manual,Petrol,937000,25000,4,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.4 7 STR,Manual,Diesel,1395000,67000,6,Delhi
Toyota,Innova Crysta [2020-2023],VX 2.7 7 STR,Manual,Petrol,2119000,9500,2,Delhi
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2410000,108000,6,Delhi
Tata,Punch,Pure MT,Manual,Petrol,635000,18000,2,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.7 AT 7 STR,Automatic (TC),Petrol,1936000,13000,2,Delhi
Toyota,Glanza,E,Manual,Petrol,535700,44000,5,Delhi
Maruti Suzuki,Alto 800 [2012-2016],Lx,Manual,Petrol,192100,26500,7,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.4 AT 7 STR,Automatic (TC),Diesel,1620000,52000,5,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,608800,34000,4,Delhi
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),4070000,33000,2,Delhi
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,1077000,38000,3,Delhi
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,2910000,65000,6,Delhi
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2110000,40000,7,Delhi
Maruti Suzuki,Swift,VXi,Manual,Petrol,599500,23000,4,Delhi
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,641000,73000,5,Delhi
Maruti Suzuki,Ciaz [2017-2018],Delta 1.3 Hybrid,Manual,Diesel,580100,57000,7,Delhi
Maruti Suzuki,Ciaz [2017-2018],Delta 1.3 Hybrid,Manual,Diesel,498700,57000,7,Kolkata
Mahindra,XUV500 [2011-2015],W6,Manual,Diesel,817000,74000,7,Delhi
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,703000,61246,4,Delhi
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,747000,58000,9,Delhi
MG,Hector [2019-2021],Sharp 2.0 Diesel,Manual,Diesel,1645000,46000,2,Delhi
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Manual,Petrol,429500,45000,6,Delhi
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,535400,50000,5,Delhi
Jaguar,XE [2016-2019],Prestige,Automatic,Petrol,2720000,27200,5,Delhi
Maruti Suzuki,S-Cross [2014-2017],Zeta 1.3,Manual,Diesel,622900,62000,6,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,947000,49000,5,Bangalore
Hyundai,Verna [2006-2010],i,Manual,Petrol,947000,49000,5,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,947000,49000,5,Gurgaon
Hyundai,Verna [2006-2010],i,Manual,Petrol,947000,49000,5,Pune
Jeep,Compass [2017-2021],Limited 1.4 Petrol AT,Automatic,Petrol,1317000,31000,6,Delhi
Toyota,Yaris,J MT,Manual,Petrol,792000,28000,4,Delhi
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,441200,64009,7,Delhi
BMW,X5,xDrive40i M Sport,Automatic (TC),Petrol,11420000,25000,2,Delhi
Hyundai,Venue [2019-2022],S 1.0 AT Petrol [2019-2020],Automatic,Petrol,726000,36000,5,Delhi
Toyota,Camry [2012-2015],2.5L AT,Automatic,Petrol,1420000,75000,7,Delhi
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,1076000,45000,3,Delhi
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,932000,45000,3,Kolkata
Kia,Seltos [2019-2022],HTX 1.5,Manual,Petrol,1057000,46000,3,Delhi
Renault,Kwid [2015-2019],RXT [2015-2019],Manual,Petrol,225500,58958,8,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,608200,43000,4,Delhi
Honda,Brio,S MT,Manual,Petrol,259000,65000,10,Delhi
Mahindra,XUV500 [2011-2015],W6,Manual,Diesel,712000,65000,7,Delhi
Volkswagen,Taigun,Topline 1.0 TSI MT,Manual,Petrol,1295000,41000,2,Delhi
Kia,Sonet [2020-2022],HTK Plus 1.0 iMT,Clutchless Manual (IMT),Petrol,848000,30000,4,Delhi
Hyundai,Grand i10 [2013-2017],Sports Edition 1.2L Kappa VTVT,Manual,Petrol,514800,58100,6,Delhi
Maruti Suzuki,Swift,VXi,Manual,Petrol,707000,8900,2,Delhi
Maruti Suzuki,S-Presso,VXi,Manual,Petrol,488800,27000,3,Delhi
Maruti Suzuki,S-Presso,VXi,Manual,Petrol,424200,27000,3,Pune
Toyota,Innova Crysta [2016-2020],2.7 GX AT 7 STR,Automatic,Petrol,1370000,50000,7,Delhi
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,536200,35000,5,Delhi
Honda,Elevate,ZX CVT,Automatic (CVT),Petrol,2000000,500,0,Delhi
Maruti Suzuki,Grand Vitara,Zeta CNG,Manual,CNG,1513000,19000,1,Delhi
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,2570000,88000,6,Delhi
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,757000,65000,7,Delhi
Maruti Suzuki,Swift,VXi,Manual,Petrol,599600,21000,4,Delhi
Kia,Carnival,Premium 7 STR,Automatic (TC),Diesel,2195000,40000,3,Delhi
Honda,Amaze [2013-2016],1.2 S i-VTEC,Manual,Petrol,300000,74000,10,Delhi
Kia,Seltos [2019-2022],HTK Plus 1.5,Manual,Petrol,1040000,68000,4,Delhi
Hyundai,Tucson [2016-2020],GL 2WD AT Petrol,Automatic,Petrol,1270000,29000,7,Delhi
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,675000,70000,4,Delhi
Honda,CR-V,2WD Diesel AT,Automatic,Diesel,2045000,34000,5,Delhi
Maruti Suzuki,Alto 800 [2012-2016],Lx,Manual,Petrol,159400,58000,9,Delhi
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,1107000,43000,3,Delhi
Hyundai,Grand i10,Sportz (O) 1.2 Kappa VTVT [2017-2018],Manual,Petrol,291900,45000,10,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,485400,32000,5,Delhi
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3295000,50000,2,Delhi
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,1470000,66000,5,Delhi
Maruti Suzuki,Ignis,Zeta 1.2 MT,Manual,Petrol,719000,3000,2,Delhi
Kia,Seltos [2019-2022],HTK Plus 1.5,Manual,Petrol,1146000,20000,3,Delhi
Mahindra,XUV500,W9,Manual,Diesel,1112000,50205,6,Delhi
Maruti Suzuki,Ignis,Delta 1.2 MT,Manual,Petrol,451300,47000,6,Delhi
Kia,Carnival,Prestige 7 STR,Automatic (TC),Diesel,2832000,38927,2,Delhi
Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Diesel,Automatic (TC),Diesel,7720000,7000,2,Delhi
Porsche,Cayenne,GTS,Automatic (TC),Petrol,18920000,1000,2,Delhi
Toyota,Fortuner [2012-2016],3.0 4x2 MT,Manual,Diesel,1470000,95000,8,Delhi
Maruti Suzuki,Ciaz [2017-2018],Delta 1.3 Hybrid,Manual,Diesel,579400,69000,7,Delhi
Kia,Seltos [2019-2022],HTE 1.5,Manual,Petrol,945000,65000,3,Delhi
Volkswagen,T-Roc,1.5 TSI,Automatic (DCT),Petrol,1870000,8000,4,Delhi
Jeep,Compass [2017-2021],Limited Plus 2.0 Diesel 4x4 AT,Automatic (TC),Diesel,1895000,18800,4,Delhi
Maruti Suzuki,Swift [2014-2018],Lxi ABS [2014-2017],Manual,Petrol,441400,58000,7,Delhi
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,773000,50000,4,Delhi
Audi,A3 [2014-2017],35 TDI Technology,Automatic,Diesel,1172000,75000,8,Delhi
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,442200,70000,10,Delhi
Volkswagen,Polo [2016-2019],Comfortline 1.0L (P),Manual,Petrol,500200,52000,5,Delhi
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1297000,127000,8,Delhi
Hyundai,Alcazar,Platinum (O) 7 Seater 1.5 Diesel AT,Automatic (TC),Diesel,1895000,22000,1,Delhi
Kia,Carnival,Prestige 7 STR,Automatic (TC),Diesel,2832000,40000,2,Delhi
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1112000,55000,9,Delhi
Toyota,Fortuner [2016-2021],2.8 4x2 MT,Manual,Diesel,2410000,58000,7,Delhi
Toyota,Fortuner [2012-2016],3.0 4x2 MT,Manual,Diesel,1240000,91000,9,Delhi
Toyota,Innova Crysta [2020-2023],GX 2.4 AT 7 STR,Automatic (TC),Diesel,1827000,39000,3,Delhi
Hyundai,Grand i10,Asta 1.2 Kappa VTVT,Manual,Petrol,432300,63000,10,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,608200,44000,4,Delhi
Maruti Suzuki,Fronx,Delta Plus 1.2L MT,Manual,Petrol,987000,2100,1,Delhi
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1345000,24000,5,Delhi
Mahindra,Alturas G4,2WD High AT,Automatic (TC),Diesel,2870000,34000,2,Delhi
Mahindra,XUV500,W11,Manual,Diesel,1252000,29000,6,Delhi
Toyota,Urban Cruiser,High Grade MT,Manual,Petrol,911000,19900,3,Delhi
Skoda,Kushaq,Style 1.0L TSI AT,Automatic (TC),Petrol,1565000,24000,1,Delhi
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT (O) [2016-2017],Automatic,Petrol,449500,31000,7,Delhi
Tata,Altroz,XZ Petrol,Manual,Petrol,667000,68000,4,Delhi
Toyota,Fortuner [2016-2021],2.8 4x2 MT,Manual,Diesel,3319000,31000,3,Delhi
Hyundai,Elite i20 [2017-2018],Magna Executive 1.2,Manual,Petrol,468500,24000,5,Delhi
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,2795000,49000,3,Delhi
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,2795000,49000,3,Mumbai
BMW,X5,xDrive40i M Sport,Automatic (TC),Petrol,12020000,2500,2,Delhi
Audi,A6 [2015-2019],35 TDI Matrix,Automatic,Diesel,1820000,45000,7,Delhi
Toyota,Innova Crysta [2020-2023],ZX 2.4 AT 7 STR,Automatic (TC),Diesel,2455000,20000,2,Delhi
Maruti Suzuki,Brezza,VXi,Manual,Petrol,991000,25000,2,Delhi
BMW,X5,xDrive40i M Sport,Automatic (TC),Petrol,8670000,34000,1,Delhi
Volkswagen,Ameo,Highline Plus 1.5L AT (D)16 Alloy,Automatic,Diesel,584200,65000,7,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,473400,62000,8,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,425200,62000,8,Noida
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,887000,63000,7,Delhi
Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Petrol,Automatic (TC),Petrol,8620000,16000,1,Chandigarh
Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Petrol,Automatic (TC),Petrol,8620000,16000,1,Delhi
Hyundai,Venue,S 1.2 Petrol,Manual,Petrol,850000,29130,3,Delhi
Maruti Suzuki,Baleno,Zeta AGS,Automatic (AMT),Petrol,1004000,14000,1,Delhi
Maruti Suzuki,Swift,VXi,Manual,Petrol,707000,18000,2,Bangalore
Maruti Suzuki,Swift,VXi,Manual,Petrol,707000,18000,2,Delhi
Tata,Harrier [2019-2023],XZ,Manual,Diesel,1670000,30000,4,Delhi
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,276700,71000,10,Delhi
Maruti Suzuki,Grand Vitara,Alpha Plus Intelligent Hybrid eCVT,Automatic (e-CVT),Hybrid (Electric + Petrol),2207000,3000,0,Delhi
Hyundai,Creta [2018-2019],SX 1.6 (O) Petrol,Manual,Petrol,900000,25000,6,Delhi
Tata,Hexa,XM 4x2 7 STR,Manual,Diesel,1067000,48000,6,Delhi
MG,Hector [2019-2021],Sharp 2.0 Diesel,Manual,Diesel,1320000,52000,5,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,478800,55000,8,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,429800,55000,8,Ghaziabad
Mahindra,Alturas G4,4WD AT,Automatic (TC),Diesel,2265000,16000,5,Delhi
Maruti Suzuki,XL6,Alpha AT Petrol,Automatic (TC),Petrol,1097000,47000,5,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,850000,27000,5,Delhi
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,442700,62000,5,Delhi
Honda,Mobilio,S Petrol,Manual,Petrol,447300,38000,9,Delhi
Maruti Suzuki,Eeco [2010-2022],7 STR,Manual,Petrol,499800,28000,4,Delhi
Maruti Suzuki,Baleno [2015-2019],Sigma 1.2,Manual,Petrol,523100,40000,3,Delhi
Maruti Suzuki,Baleno [2019-2022],Zeta,Manual,Petrol,581200,50000,5,Delhi
Maruti Suzuki,Ertiga [2015-2018],ZDI + SHVS,Manual,Diesel,640800,58000,7,Delhi
Nissan,Magnite,XL,Manual,Petrol,726000,25000,2,Delhi
Toyota,Innova Crysta [2020-2023],ZX 2.7 AT 7 STR,Automatic (TC),Petrol,2403000,29000,2,Delhi
Toyota,Urban Cruiser Hyryder,V Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2040000,15000,1,Delhi
Maruti Suzuki,Ciaz,Sigma Hybrid 1.5 [2018-2020],Manual,Petrol,637000,71283,5,Delhi
Toyota,Fortuner,4X2 AT 2.8 Diesel,Automatic (TC),Diesel,3595000,28000,3,Delhi
Audi,A4 [2013-2016],35 TDI Premium,Automatic,Diesel,1112000,42000,9,Delhi
Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Automatic (DCT),Petrol,1107000,12000,4,Delhi
Toyota,Innova Crysta [2020-2023],ZX 2.4 AT 7 STR,Automatic (TC),Diesel,2455000,17000,2,Delhi
Toyota,Innova Crysta [2016-2020],2.7 ZX AT 7 STR,Automatic,Petrol,2520000,20000,1,Delhi
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,2570000,89000,6,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,447600,70000,6,Delhi
Hyundai,Verna [2006-2010],i,Manual,Petrol,447600,70000,6,Mumbai
Mahindra,XUV500 [2011-2015],W6,Manual,Diesel,772000,57000,8,Delhi
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,642500,67000,6,Delhi
Mahindra,XUV500,W7,Manual,Diesel,997000,45000,6,Delhi
Maruti Suzuki,Ciaz [2014-2017],VDi+ SHVS,Manual,Diesel,490700,59000,8,Delhi
Toyota,Fortuner [2016-2021],2.8 4x2 MT,Manual,Diesel,2395000,59000,7,Delhi
Hyundai,Elite i20 [2014-2015],Asta 1.2,Manual,Petrol,485800,77000,9,Delhi
Honda,Jazz,V,Manual,Petrol,525100,40000,7,Delhi
Tata,Nexon [2017-2020],XT,Manual,Petrol,646000,46000,5,Delhi
Honda,Jazz,V,Manual,Petrol,431700,77000,9,Delhi
Volkswagen,Virtus,Topline 1.0 TSI AT,Automatic (TC),Petrol,1847000,2300,1,Delhi
Renault,Kwid,CLIMBER 1.0 AMT,Automatic (AMT),Petrol,542800,47100,4,Delhi
Maruti Suzuki,XL6,Zeta AT Petrol,Automatic (TC),Petrol,1207000,10200,3,Delhi
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1495000,46000,5,Delhi
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,585000,60000,7,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,887000,50000,5,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,887000,50000,5,kolkata
Maruti Suzuki,Swift [2014-2018],Lxi (O) [2014-2017],Manual,Petrol,422600,56000,4,Delhi
Maruti Suzuki,Swift DZire [2011-2015],LXi,Manual,Petrol,274500,61000,9,Delhi
Mahindra,XUV500 [2011-2015],W4,Manual,Diesel,552000,78000,9,Delhi
Skoda,Superb [2014-2016],Elegance TSI AT,Automatic,Petrol,997000,65000,9,Delhi
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1310000,47000,5,Delhi
Volkswagen,Virtus,Topline 1.0 TSI AT,Automatic (TC),Petrol,1847000,2000,1,Delhi
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,1147000,30000,2,Delhi
Toyota,Innova Crysta [2016-2020],2.4 G 7 STR,Manual,Diesel,1307000,92000,7,Delhi
Hyundai,Creta [2017-2018],S 1.4 CRDI,Manual,Diesel,747000,78000,7,Delhi
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,462300,87000,8,Delhi
Mahindra,XUV500 [2011-2015],W6,Manual,Diesel,747000,75000,7,Delhi
Ford,Endeavour,Titanium Plus 2.0 4x2 AT,Automatic (TC),Diesel,3070000,68000,4,Delhi
Tata,Nexon [2017-2020],XZ,Manual,Petrol,622100,30000,6,Delhi
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,581700,97000,6,Delhi
Maruti Suzuki,Ertiga [2015-2018],VDI SHVS,Manual,Diesel,600000,89000,8,Delhi
Tata,Punch,Adventure MT,Manual,Petrol,793000,1900,1,Delhi
Maruti Suzuki,Celerio,VXi,Manual,Petrol,498500,6000,4,Delhi
MG,Hector [2019-2021],Sharp 2.0 Diesel,Manual,Diesel,1272000,63000,5,Delhi
Tata,Safari [2021-2023],XZ,Manual,Diesel,1813000,14000,2,Delhi
Hyundai,Elantra [2016-2019],2.0 SX (O),Manual,Petrol,1235000,35000,5,Delhi
Maruti Suzuki,Brezza,VXi,Manual,Petrol,1088000,9000,1,Delhi
Toyota,Innova Crysta [2016-2020],2.7 ZX AT 7 STR,Automatic,Petrol,1495000,65000,6,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,442700,40000,6,Delhi
Toyota,Innova Crysta [2016-2020],2.7 GX AT 7 STR,Automatic,Petrol,1295000,19000,8,Delhi
Honda,Civic,ZX CVT Petrol,Automatic (CVT),Petrol,1495000,42000,5,Delhi
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,510600,38000,3,Delhi
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,1047000,31100,5,Delhi
Kia,Sonet [2020-2022],HTK Plus 1.2,Manual,Petrol,772000,15000,4,Delhi
Tata,Tiago,XM,Manual,Petrol,493200,52000,7,Delhi
Maruti Suzuki,Ertiga,LXi,Manual,Petrol,511200,56000,10,Delhi
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Automatic (DCT),Petrol,912000,25000,5,Delhi
Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Petrol,Automatic (TC),Petrol,9853000,14000,1,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,537600,19000,4,Delhi
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,462000,19000,4,Kolkata
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1410000,45000,8,Delhi
Jeep,Compass [2017-2021],Longitude Plus 2.0 Diesel,Manual,Diesel,1470000,40000,4,Delhi
Toyota,Urban Cruiser,High Grade MT,Manual,Petrol,910000,35000,3,Delhi
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,704000,62000,5,Delhi
MG,Hector [2021-2023],Sharp 1.5 Petrol CVT,Automatic (CVT),Petrol,2221000,28000,1,Delhi
Maruti Suzuki,Baleno [2015-2019],Sigma 1.2,Manual,Petrol,431600,41000,5,Delhi
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,758000,56000,6,Delhi
Porsche,Cayenne,Platinum Edition,Automatic (TC),Petrol,12320000,16000,1,Delhi
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2570000,48000,6,Delhi
Kia,Seltos [2019-2022],HTK 1.5,Manual,Petrol,947000,39000,4,Delhi
Toyota,Innova Crysta [2016-2020],2.4 VX 7 STR,Manual,Diesel,1315000,102000,6,Delhi
Hyundai,Venue [2019-2022],SX 1.4 CRDi,Manual,Diesel,692000,35000,5,Delhi
Renault,Kwid [2015-2019],RXL [2015-2019],Manual,Petrol,202400,59000,8,Delhi
Kia,Seltos,HTK Plus 1.5 Diesel AT,Automatic (TC),Diesel,1562000,7900,2,Delhi
Jaguar,XF,Prestige Diesel,Automatic,Diesel,2620000,39000,6,Delhi
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1272000,28000,3,Delhi
