Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Maruti Suzuki,Ciaz,Alpha 1.4 AT,Automatic,Petrol,662590,99000,7,Delhi
Maruti Suzuki,Ciaz,Alpha 1.4 AT,Automatic,Petrol,722000,33500,7,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,797000,50450,5,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,807190,30000,4,Chennai
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,668694,84000,6,Chennai
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,805457,52000,4,Chennai
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,886068,15883,3,Chennai
Maruti Suzuki,Ciaz,VXi+ AT,Automatic,Petrol,487534,45754,8,Chennai
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,805254,54585,4,Chennai
Maruti Suzuki,Ciaz,ZXI+ AT,Automatic,Petrol,552159,65000,8,Chennai
Maruti Suzuki,Ciaz,VXi+ AT,Automatic,Petrol,540554,21097,7,Kolkata
Maruti Suzuki,Ciaz,VXi+ AT,Automatic,Petrol,445254,40000,9,Kolkata
Maruti Suzuki,Ciaz,Zeta 1.4 AT,Automatic,Petrol,551939,40000,7,Kolkata
Maruti Suzuki,Ciaz,Zeta 1.4 AT,Automatic,Petrol,554073,40,7,Howrah
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,735089,50000,5,Kolkata
Maruti Suzuki,Ciaz,Alpha 1.4 AT,Automatic,Petrol,603094,39000,7,Kolkata
Maruti Suzuki,Ciaz,ZXi AT,Automatic,Petrol,570909,47085,7,Gurgaon
Maruti Suzuki,Ciaz,Alpha 1.4 AT,Automatic,Petrol,962372,33000,3,Delhi
Maruti Suzuki,Ciaz,Zeta 1.4 AT,Automatic,Petrol,603260,119151,7,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,889986,28340,4,Delhi
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,890007,28100,4,Delhi
Maruti Suzuki,Ciaz,ZXI+ AT,Automatic,Petrol,609360,45000,8,Delhi
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],Automatic,Petrol,599139,51690,6,Faridabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,668506,86878,6,Faridabad
Maruti Suzuki,Ciaz,ZXi+ AT,Automatic,Petrol,604298,73371,7,Hyderabad
Maruti Suzuki,Ciaz,ZXi AT,Automatic,Petrol,520340,66695,8,Hyderabad
Maruti Suzuki,Ciaz,Zeta 1.4 AT,Automatic,Petrol,550321,70291,7,Hyderabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,734516,58000,5,Hyderabad
Maruti Suzuki,Ciaz,Zeta 1.5 AT [2020-2023],Automatic,Petrol,999080,8000,2,Hyderabad
Maruti Suzuki,Ciaz,Zeta 1.5 AT [2020-2023],Automatic,Petrol,999011,8700,2,Hyderabad
Maruti Suzuki,Ciaz,ZXi AT,Automatic,Petrol,521069,52220,8,Hyderabad
Maruti Suzuki,Ciaz,Zeta 1.4 AT,Automatic,Petrol,550817,61000,7,Hyderabad
Maruti Suzuki,Ciaz,Alpha 1.5 AT [2020-2023],Automatic,Petrol,1052078,39000,2,Hyderabad
Maruti Suzuki,Ciaz,Zeta Hybrid 1.5 AT [2018-2020],Automatic,Petrol,708445,60000,5,Hyderabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,735233,48000,5,Hyderabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,736738,27000,5,Hyderabad
Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Automatic,Petrol,804040,70000,4,Mohali
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],Automatic,Petrol,656817,76689,5,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,545795,48001,5,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,496450,52477,6,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451428,60000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,498947,60000,7,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,372887,85000,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,372887,85000,9,Mohali
Honda,City [2014-2017],E,Manual,Petrol,372887,85000,9,Pune
Honda,City [2014-2017],E,Manual,Petrol,409560,90000,8,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,660173,31700,3,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,340423,53000,10,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,409932,81000,8,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451065,68000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451065,68000,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,498545,68000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,410448,68498,8,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,496773,46000,6,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,549065,46000,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,600498,36000,4,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,410568,65590,8,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,373903,58000,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,413261,58000,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,413261,58000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,373813,60389,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,545521,53000,5,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,373075,80000,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,412346,80000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412346,80000,9,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,373075,80000,9,Pune
Honda,City [2014-2017],E,Manual,Petrol,338848,99000,10,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,374517,99000,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,726145,22347,2,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,601523,19000,4,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,450474,81000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,545960,45000,5,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,603429,45000,5,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,496873,44000,6,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,339088,92000,10,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451019,69000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,498495,69000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,546234,40000,5,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,603732,40000,5,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,340799,42000,10,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451155,66000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,497672,28000,6,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,497672,28000,6,Hyderabad
Honda,City [2014-2017],E,Manual,Petrol,450383,83000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,450747,75000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,498194,75000,7,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,451337,62000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,498846,62000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,498846,62000,7,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,451337,62000,7,Pune
Honda,City [2014-2017],E,Manual,Petrol,546289,39000,5,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,451110,67000,7,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,498595,67000,7,Mumbai
Honda,City,ZX Petrol CVT,Automatic (CVT),Petrol,1306362,29000,2,Surat
Honda,City [2014-2017],E,Manual,Petrol,658431,58000,3,Surat
Honda,City [2014-2017],E,Manual,Petrol,373451,70000,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,412762,70000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412762,70000,9,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,724133,50000,2,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,339499,80000,10,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,339499,80000,10,Mohali
Honda,City [2014-2017],E,Manual,Petrol,375235,80000,10,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,339499,80000,10,Pune
Honda,City [2014-2017],E,Manual,Petrol,723259,62000,2,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,494278,96000,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,370067,160000,9,Ahmedabad
Honda,City [2014-2017],E,Manual,Petrol,493744,106690,6,Vadodara
Honda,City [2014-2017],E,Manual,Petrol,413999,40233,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,499964,39728,7,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,663889,33293,4,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,453655,68471,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,375546,71794,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,602340,62961,5,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,413107,61709,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,451712,111000,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,550334,23000,6,Bangalore
Honda,City,1.5 V AT,Automatic,Petrol,505625,68000,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,496186,115000,7,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,549231,43000,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,602035,68000,5,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,544698,68000,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,602035,68000,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,375456,74152,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,411232,106803,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,453617,69299,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,412521,75800,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,801047,41428,2,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,802770,20000,2,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,802770,20000,2,Delhi
Honda,City [2014-2017],E,Manual,Petrol,546638,90000,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,375462,74000,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,375462,74000,10,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,374554,98000,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,604581,26000,5,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,372053,164124,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,497472,89385,7,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,454093,58869,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,453925,62545,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,601429,78000,5,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,454224,56000,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,454224,56000,8,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,376402,49149,10,Bangalore
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,386339,69836,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,663456,39794,4,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,663702,36093,4,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,413596,49932,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,495712,124446,7,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,546875,85702,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,413497,52322,9,Bangalore
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,424186,78300,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,728640,45696,3,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,664108,30000,4,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,600860,30000,4,Kolkata
Honda,City [2014-2017],E,Manual,Petrol,803092,16000,2,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,548293,60000,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,602883,54000,5,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,663884,33362,4,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,546014,44000,5,Dehradun
Honda,City [2014-2017],E,Manual,Petrol,549469,38673,6,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,451795,109171,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,802955,17703,2,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,414119,37346,9,Bangalore
Honda,City,1.5 S MT,Manual,Petrol,396364,42400,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,498610,66700,7,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,548596,54500,6,Bangalore
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,384776,110000,10,Bangalore
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,385508,91200,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,454407,52000,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,411130,52000,8,Hyderabad
Honda,City [2014-2017],E,Manual,Petrol,411515,100000,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,411515,100000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,373722,120000,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,338130,120000,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,373722,120000,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,375992,60000,10,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,375992,60000,10,Delhi
Honda,City,VX Petrol MT,Manual,Petrol,1466566,4770,1,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,600920,29000,4,Chennai
Honda,City [2014-2017],E,Manual,Petrol,413178,60000,9,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,413178,60000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,413178,60000,9,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,452443,95000,8,Bangalore
Honda,City [2014-2017],E,Manual,Petrol,601342,22000,4,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,450520,80000,7,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,497943,80000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,450520,80000,7,Ghaziabad
Honda,City [2014-2017],E,Manual,Petrol,600257,40000,4,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,657239,76000,3,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,659755,38000,3,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,729203,38000,3,Delhi
Honda,City [2014-2017],E,Manual,Petrol,659755,38000,3,Hyderabad
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,349715,65000,10,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,658961,50000,3,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,496823,45000,6,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,549120,45000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,496823,45000,6,Gurgaon
Honda,City [2014-2017],E,Manual,Petrol,339841,70000,10,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,495077,80000,6,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,313488,840003,10,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,548007,7667,5,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,725742,27885,2,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,599100,59190,4,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,599502,52535,4,Chandigarh
Honda,City [2014-2017],E,Manual,Petrol,726571,16500,2,Mohali
Honda,City [2014-2017],E,Manual,Petrol,803052,16500,2,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,373376,72000,9,Ludhiana
Honda,City [2014-2017],E,Manual,Petrol,412679,72000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,373376,72000,9,Thane
Honda,City [2014-2017],E,Manual,Petrol,409229,98000,8,Mohali
Honda,City [2014-2017],E,Manual,Petrol,725515,31000,2,Mohali
Honda,City [2014-2017],E,Manual,Petrol,410179,75000,8,Mohali
Honda,City [2014-2017],E,Manual,Petrol,410179,75000,8,Gurgaon
Honda,City [2014-2017],E,Manual,Petrol,410179,75000,8,Pune
Honda,City [2014-2017],E,Manual,Petrol,545662,50435,5,Mohali
Honda,City [2014-2017],E,Manual,Petrol,452643,33250,7,Mohali
Honda,City [2014-2017],E,Manual,Petrol,411874,34000,8,Mohali
Honda,City [2014-2017],E,Manual,Petrol,452317,40417,7,Lucknow
Honda,City,ZX Petrol CVT,Automatic (CVT),Petrol,1306886,25000,2,Chennai
Honda,City [2014-2017],E,Manual,Petrol,661610,10000,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,661610,10000,3,Lucknow
Honda,City [2014-2017],E,Manual,Petrol,370706,143000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,451210,64804,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,497956,22300,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,544699,67980,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,497971,22000,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,550389,22000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,660683,24000,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,493751,106568,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,337719,132000,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,598750,65000,4,Chennai
Honda,City [2014-2017],E,Manual,Petrol,498121,19000,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,545172,59365,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,338831,99500,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,495326,75000,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,451370,61282,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,373545,67518,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,545554,52396,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372995,82143,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,340108,62179,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,450082,89640,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372647,91384,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,411721,37692,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,661381,13461,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372576,93285,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,374204,50000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,373789,61020,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,337116,149628,10,Chennai
Honda,City,V Petrol MT,Manual,Petrol,1209070,20143,1,Chennai
Honda,City [2014-2017],E,Manual,Petrol,543630,87479,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,340269,57477,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372135,105000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,373865,59000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,413219,59000,9,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,496523,51016,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,661332,14200,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,495953,62441,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,339978,66000,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,375765,66000,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,339978,66000,10,Hyderabad
Honda,City [2014-2017],E,Manual,Petrol,661080,18000,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,451473,59000,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,337833,128667,10,Coimbatore
Honda,City [2014-2017],E,Manual,Petrol,494890,83741,6,Coimbatore
Honda,City [2014-2017],E,Manual,Petrol,496096,59566,6,Coimbatore
Honda,City [2014-2017],E,Manual,Petrol,339327,85000,10,Coimbatore
Honda,City [2014-2017],E,Manual,Petrol,597846,80000,4,Coimbatore
Honda,City [2014-2017],E,Manual,Petrol,452769,30480,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372556,93808,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,600405,37537,4,Chennai
Honda,City [2014-2017],E,Manual,Petrol,409977,79900,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,546677,31923,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,448903,115587,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,409063,102004,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,411380,45955,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,339248,87306,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,338418,111575,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,659358,44000,3,Chennai
Honda,City [2014-2017],E,Manual,Petrol,659358,44000,3,Pune
Honda,City [2014-2017],E,Manual,Petrol,660815,22000,3,Chennai
Honda,City,V Petrol MT,Manual,Petrol,1210783,6000,1,Chennai
Honda,City [2014-2017],E,Manual,Petrol,450429,82000,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,727553,3000,2,Chennai
Honda,City [2014-2017],E,Manual,Petrol,495098,79564,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,410593,65000,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,453813,65000,8,Delhi
Honda,City,SV Petrol MT,Manual,Petrol,1127424,3568,1,Chennai
Honda,City [2014-2017],E,Manual,Petrol,548098,6000,5,Chennai
Honda,City [2014-2017],E,Manual,Petrol,409973,80000,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,726643,15500,2,Chennai
Honda,City [2014-2017],E,Manual,Petrol,339054,93000,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,374330,46648,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372818,86832,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,408520,115151,8,Chennai
Honda,City [2014-2017],E,Manual,Petrol,447477,147000,7,Chennai
Honda,City [2014-2017],E,Manual,Petrol,372511,95000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,495176,78000,6,Chennai
Honda,City [2014-2017],E,Manual,Petrol,373940,57000,9,Chennai
Honda,City [2014-2017],E,Manual,Petrol,338814,100000,10,Chennai
Honda,City [2014-2017],E,Manual,Petrol,338814,100000,10,Kolkata
Honda,City [2014-2017],E,Manual,Petrol,374479,100000,10,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,603390,45637,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,413100,61871,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,414310,32760,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,604096,33998,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,602808,55245,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,551053,9971,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,374970,87000,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,499700,45000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,452109,45000,7,Hyderabad
Honda,City [2014-2017],E,Manual,Petrol,452109,45000,7,Kolkata
Honda,City [2014-2017],E,Manual,Petrol,411598,98000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,376105,57000,10,Delhi
Honda,City,1.5 S MT,Manual,Petrol,434795,60000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,376167,55355,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,601914,70000,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,802931,18000,2,Delhi
Honda,City [2014-2017],E,Manual,Petrol,548017,65000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,375689,68000,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,375689,68000,10,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,499031,58328,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,550113,27000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,603523,43449,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412542,75285,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,413337,56161,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,501055,18000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,498445,70000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412970,65000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412970,65000,9,Mumbai
Honda,City [2014-2017],E,Manual,Petrol,729643,32000,3,Delhi
Honda,City [2014-2017],E,Manual,Petrol,549507,38000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,500151,36000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,548348,59000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,496125,59000,6,Pune
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,386255,72000,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,730301,23000,3,Delhi
Honda,City [2014-2017],E,Manual,Petrol,413296,57147,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,804065,3900,2,Delhi
Honda,City [2014-2017],E,Manual,Petrol,604096,34000,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,804089,3600,2,Delhi
Honda,City [2014-2017],E,Manual,Petrol,452329,97488,8,Delhi
Honda,City [2014-2017],E,Manual,Petrol,603312,46930,5,Delhi
Honda,City [2014-2017],E,Manual,Petrol,415489,4400,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,662842,49000,4,Delhi
Honda,City [2014-2017],E,Manual,Petrol,500252,34000,7,Delhi
Honda,City [2014-2017],E,Manual,Petrol,452609,34000,7,Hyderabad
Honda,City [2014-2017],E,Manual,Petrol,453409,73840,8,Delhi
Honda,City [2014-2017],E,Manual,Petrol,664032,31140,4,Delhi
Honda,City [2014-2017],E,Manual,Petrol,414009,40000,9,Delhi
Honda,City [2014-2017],E,Manual,Petrol,412720,71000,9,Delhi
Honda,City [2008-2011],1.5 V MT,Manual,Petrol,385843,82585,10,Delhi
Honda,City [2014-2017],E,Manual,Petrol,730009,27000,3,Delhi
Honda,City [2014-2017],E,Manual,Petrol,803239,14169,2,Delhi
Honda,City,V Petrol MT,Manual,Petrol,1338569,3500,1,Delhi
Honda,City [2014-2017],E,Manual,Petrol,548624,54000,6,Delhi
Honda,City [2014-2017],E,Manual,Petrol,453493,72000,8,Delhi
Honda,City [2014-2017],E,Manual,Petrol,410303,72000,8,Hyderabad
